"id","serial_number","card_name","rarity_id","set_id"
2140,"11/100","Torterra",4,88
2141,"12/100","Abomasnow",3,88
2142,"13/100","Bronzong",3,88
2143,"14/100","Cherrim",3,88
2144,"15/100","Drapion",3,88
2145,"16/100","Drifblim",3,88
2146,"17/100","Dusknoir",3,88
2147,"18/100","Gengar",3,88
2148,"19/100","Gyarados",3,88
2149,"20/100","Machamp",3,88
2150,"21/100","Mamoswine",3,88
2151,"22/100","Rapidash",3,88
2152,"23/100","Roserade",3,88
2153,"24/100","Salamence",3,88
2154,"25/100","Scizor",3,88
2155,"26/100","Skuntank",3,88
2156,"27/100","Staraptor",3,88
2157,"28/100","Steelix",3,88
2158,"29/100","Tangrowth",3,88
2159,"30/100","Tyranitar",3,88
2160,"31/100","Vespiquen",3,88
2161,"32/100","Bibarel",2,88
2162,"33/100","Budew",2,88
2163,"34/100","Dusclops",2,88
2164,"35/100","Dusclops",2,88
2165,"36/100","Electrode",2,88
2166,"37/100","Electrode",2,88
2167,"38/100","Farfetch'd",2,88
2168,"39/100","Grovyle",2,88
2169,"40/100","Haunter",2,88
2170,"41/100","Machoke",2,88
2171,"42/100","Magneton",2,88
2172,"43/100","Magneton",2,88
2173,"44/100","Miltank",2,88
2174,"45/100","Pichu",2,88
2175,"46/100","Piloswine",2,88
2176,"47/100","Pupitar",2,88
2177,"48/100","Sableye",2,88
2178,"49/100","Scyther",2,88
2179,"50/100","Shelgon",2,88
2180,"51/100","Skarmory",2,88
2181,"52/100","Staravia",2,88
2182,"53/100","Bagon",1,88
2183,"54/100","Bidoof",1,88
2184,"55/100","Bronzor",1,88
2185,"56/100","Cherubi",1,88
2186,"57/100","Combee",1,88
2187,"58/100","Drifloon",1,88
2188,"59/100","Duskull",1,88
2189,"60/100","Duskull",1,88
2190,"61/100","Finneon",1,88
2191,"62/100","Gastly",1,88
2192,"63/100","Larvitar",1,88
2193,"64/100","Machop",1,88
2194,"65/100","Magikarp",1,88
2195,"66/100","Magnemite",1,88
2196,"67/100","Magnemite",1,88
2197,"68/100","Misdreavus",1,88
2198,"69/100","Onix",1,88
2199,"70/100","Pikachu",1,88
2200,"71/100","Ponyta",1,88
2201,"72/100","Roselia",1,88
2202,"73/100","Skorupi",1,88
2203,"74/100","Snover",1,88
2204,"75/100","Starly",1,88
2205,"76/100","Stunky",1,88
2206,"77/100","Swinub",1,88
2207,"78/100","Tangela",1,88
2208,"79/100","Treecko",1,88
2209,"80/100","Voltorb",1,88
2210,"81/100","Voltorb",1,88
2211,"82/100","Conductive Quarry",2,88
2212,"83/100","Energy Link",2,88
2213,"84/100","Energy Switch",2,88
2214,"85/100","Great Ball",2,88
2215,"86/100","Luxury Ball",2,88
2216,"87/100","Marley's Request",2,88
2217,"88/100","Poké Blower +",2,88
2218,"89/100","Poké Drawer +",2,88
2219,"90/100","Poké Healer +",2,88
2220,"91/100","Premier Ball",2,88
2221,"92/100","Potion",1,88
2222,"93/100","Switch",1,88
2223,"94/100","Cyclone Energy",2,88
2224,"95/100","Warp Energy",2,88
2225,"96/100","Dusknoir LV.X",NULL,NULL
2226,"97/100","Heatran LV.X",NULL,NULL
2227,"98/100","Machamp LV.X",NULL,NULL
2228,"99/100","Raichu LV.X",NULL,NULL
2229,"100/100","Regigigas LV.X",NULL,NULL
2230,"1/101","Ampharos δ",4,NULL
2231,"2/101","Feraligatr δ",4,NULL
2232,"3/101","Heracross δ",4,NULL
2233,"4/101","Meganium δ",4,NULL
2234,"5/101","Milotic δ",4,NULL
2235,"6/101","Nidoking δ",4,NULL
2236,"7/101","Nidoqueen δ",4,NULL
2237,"8/101","Ninetales δ",4,NULL
2238,"9/101","Pinsir δ",4,NULL
2239,"10/101","Snorlax δ",4,NULL
2240,"11/101","Togetic δ",4,NULL
2241,"12/101","Typhlosion δ",4,NULL
2242,"13/101","Arbok δ",3,NULL
2243,"14/101","Cloyster δ",3,NULL
2244,"15/101","Dewgong δ",3,NULL
2245,"16/101","Gligar δ",3,NULL
2246,"17/101","Jynx δ",3,NULL
2247,"18/101","Ledian δ",3,NULL
2248,"19/101","Lickitung δ",3,NULL
2249,"20/101","Mantine δ",3,NULL
2250,"21/101","Quagsire δ",3,NULL
2251,"22/101","Seadra δ",3,NULL
2252,"23/101","Tropius δ",3,NULL
2253,"24/101","Vibrava δ",3,NULL
2254,"25/101","Xatu δ",3,NULL
2255,"26/101","Bayleef δ",2,NULL
2256,"27/101","Croconaw δ",2,NULL
2257,"28/101","Dragonair δ",2,NULL
2258,"29/101","Electabuzz δ",2,NULL
2259,"30/101","Flaaffy δ",2,NULL
2260,"31/101","Horsea δ",2,NULL
2261,"32/101","Kirlia",2,NULL
2262,"33/101","Kirlia δ",2,NULL
2263,"34/101","Nidorina δ",2,NULL
2264,"35/101","Nidorino δ",2,NULL
2265,"36/101","Quilava δ",2,NULL
2266,"37/101","Seadra δ",2,NULL
2267,"38/101","Shelgon δ",2,NULL
2268,"39/101","Smeargle δ",2,NULL
2269,"40/101","Swellow δ",2,NULL
2270,"41/101","Togepi δ",2,NULL
2271,"42/101","Vibrava δ",2,NULL
2272,"43/101","Bagon δ",1,NULL
2273,"44/101","Chikorita δ",1,NULL
2274,"45/101","Cyndaquil δ",1,NULL
2275,"46/101","Dratini δ",1,NULL
2276,"47/101","Ekans δ",1,NULL
2277,"48/101","Elekid δ",1,NULL
2278,"49/101","Feebas δ",1,NULL
2279,"50/101","Horsea δ",1,NULL
2280,"51/101","Larvitar",1,NULL
2281,"52/101","Larvitar δ",1,NULL
2282,"53/101","Ledyba δ",1,NULL
2283,"54/101","Mareep δ",1,NULL
2284,"55/101","Natu δ",1,NULL
2285,"56/101","Nidoran♀ δ",1,NULL
2286,"57/101","Nidoran♂ δ",1,NULL
2287,"58/101","Pupitar",1,NULL
2288,"59/101","Pupitar δ",1,NULL
2289,"60/101","Ralts",1,NULL
2290,"61/101","Ralts δ",1,NULL
2291,"62/101","Seel δ",1,NULL
2292,"63/101","Shellder δ",1,NULL
2293,"64/101","Smoochum δ",1,NULL
2294,"65/101","Swablu δ",1,NULL
2295,"66/101","Taillow δ",1,NULL
2296,"67/101","Totodile δ",1,NULL
2297,"68/101","Trapinch δ",1,NULL
2298,"69/101","Trapinch δ",1,NULL
2299,"70/101","Vulpix δ",1,NULL
2300,"71/101","Wooper δ",1,NULL
2301,"72/101","Buffer Piece",2,NULL
2302,"73/101","Copycat",2,NULL
2303,"74/101","Holon Legacy",2,NULL
2304,"75/101","Holon Mentor",2,NULL
2305,"76/101","Island Hermit",2,NULL
2306,"77/101","Mr. Stone's Project",2,NULL
2307,"78/101","Old Rod",2,NULL
2308,"79/101","Professor Elm's Training Method",2,NULL
2309,"80/101","Professor Oak's Research",2,NULL
2310,"81/101","Strength Charm",2,NULL
2311,"82/101","TV Reporter",2,NULL
2312,"83/101","Switch",1,NULL
2313,"84/101","Holon Energy FF",3,NULL
2314,"85/101","Holon Energy GL",3,NULL
2315,"86/101","Holon Energy WP",3,NULL
2316,"87/101","Boost Energy",2,NULL
2317,"88/101","δ Rainbow Energy",2,NULL
2318,"89/101","Scramble Energy",2,NULL
2319,"90/101","Altaria ex δ",10,NULL
2320,"91/101","Dragonite ex δ",10,NULL
2321,"92/101","Flygon ex δ",10,NULL
2322,"93/101","Gardevoir ex δ",10,NULL
2323,"94/101","Kingdra ex δ",10,NULL
2324,"95/101","Latias ex δ",10,NULL
2325,"96/101","Latios ex δ",10,NULL
2326,"97/101","Rayquaza ex δ",10,NULL
2327,"98/101","Salamence ex δ",10,NULL
2328,"99/101","Tyranitar ex δ",10,NULL
2329,"100/101","Charizard",19,NULL
2330,"101/101","Mew",19,NULL
2331,"1/108","Aggron",4,NULL
2332,"2/108","Altaria",4,NULL
2333,"3/108","Armaldo",4,NULL
2334,"4/108","Banette",4,NULL
2335,"5/108","Blaziken",4,NULL
2336,"6/108","Charizard",4,NULL
2337,"7/108","Cradily",4,NULL
2338,"8/108","Delcatty",4,NULL
2339,"9/108","Gardevoir",4,NULL
2340,"10/108","Kabutops",4,NULL
2341,"11/108","Machamp",4,NULL
2342,"12/108","Raichu",4,NULL
2343,"13/108","Slaking",4,NULL
2344,"14/108","Dusclops",3,NULL
2345,"15/108","Lanturn",3,NULL
2346,"16/108","Magneton",3,NULL
2347,"17/108","Mawile",3,NULL
2348,"18/108","Mightyena",3,NULL
2349,"19/108","Ninetales",3,NULL
2350,"20/108","Omastar",3,NULL
2351,"21/108","Pichu",3,NULL
2352,"22/108","Sableye",3,NULL
2353,"23/108","Seviper",3,NULL
2354,"24/108","Wobbuffet",3,NULL
2355,"25/108","Zangoose",3,NULL
2356,"26/108","Anorith",2,NULL
2357,"27/108","Cacturne",2,NULL
2358,"28/108","Charmeleon",2,NULL
2359,"29/108","Combusken",2,NULL
2360,"30/108","Glalie",2,NULL
2361,"31/108","Kirlia",2,NULL
2362,"32/108","Lairon",2,NULL
2363,"33/108","Machoke",2,NULL
2364,"34/108","Medicham",2,NULL
2365,"35/108","Metang",2,NULL
2366,"36/108","Nuzleaf",2,NULL
2367,"37/108","Sealeo",2,NULL
2368,"38/108","Sharpedo",2,NULL
2369,"39/108","Shelgon",2,NULL
2370,"40/108","Vibrava",2,NULL
2371,"41/108","Vigoroth",2,NULL
2372,"42/108","Aron",1,NULL
2373,"43/108","Bagon",1,NULL
2374,"44/108","Baltoy",1,NULL
2375,"45/108","Beldum",1,NULL
2376,"46/108","Cacnea",1,NULL
2377,"47/108","Carvanha",1,NULL
2378,"48/108","Charmander",1,NULL
2379,"49/108","Chinchou",1,NULL
2380,"50/108","Duskull",1,NULL
2381,"51/108","Kabuto",1,NULL
2382,"52/108","Lileep",1,NULL
2383,"53/108","Machop",1,NULL
2384,"54/108","Magnemite",1,NULL
2385,"55/108","Meditite",1,NULL
2386,"56/108","Omanyte",1,NULL
2387,"57/108","Pikachu",1,NULL
2388,"58/108","Poochyena",1,NULL
2389,"59/108","Ralts",1,NULL
2390,"60/108","Seedot",1,NULL
2391,"61/108","Shuppet",1,NULL
2392,"62/108","Skitty",1,NULL
2393,"63/108","Slakoth",1,NULL
2394,"64/108","Snorunt",1,NULL
2395,"65/108","Spheal",1,NULL
2396,"66/108","Swablu",1,NULL
2397,"67/108","Torchic",1,NULL
2398,"68/108","Trapinch",1,NULL
2399,"69/108","Vulpix",1,NULL
2400,"70/108","Wynaut",1,NULL
2401,"71/108","Battle Frontier",2,NULL
2402,"72/108","Drake's Stadium",2,NULL
2403,"73/108","Energy Recycle System",2,NULL
2404,"74/108","Energy Removal 2",2,NULL
2405,"75/108","Energy Switch",2,NULL
2406,"76/108","Glacia's Stadium",2,NULL
2407,"77/108","Great Ball",2,NULL
2408,"78/108","Master Ball",2,NULL
2409,"79/108","Phoebe's Stadium",2,NULL
2410,"80/108","Professor Birch",2,NULL
2411,"81/108","Scott",2,NULL
2412,"82/108","Sidney's Stadium",2,NULL
2413,"83/108","Steven's Advice",2,NULL
2414,"84/108","Claw Fossil",1,NULL
2415,"85/108","Mysterious Fossil",1,NULL
2416,"86/108","Root Fossil",1,NULL
2417,"87/108","Darkness Energy",3,NULL
2418,"88/108","Metal Energy",3,NULL
2419,"89/108","Multi Energy",3,NULL
2420,"90/108","Cyclone Energy",2,NULL
2421,"91/108","Warp Energy",2,NULL
2422,"92/108","Absol ex",10,NULL
2423,"93/108","Claydol ex",10,NULL
2424,"94/108","Flygon ex",10,NULL
2425,"95/108","Metagross ex",10,NULL
2426,"96/108","Salamence ex",10,NULL
2427,"97/108","Shiftry ex",10,NULL
2428,"98/108","Skarmory ex",10,NULL
2429,"99/108","Walrein ex",10,NULL
2430,"100/108","Flareon",19,NULL
2431,"101/108","Jolteon",19,NULL
2432,"102/108","Vaporeon",19,NULL
2433,"103/108","Grass Energy",4,NULL
2434,"104/108","Fire Energy",4,NULL
2435,"105/108","Water Energy",4,NULL
2436,"106/108","Lightning Energy",4,NULL
2437,"107/108","Psychic Energy",4,NULL
2438,"108/108","Fighting Energy",4,NULL
2439,"1/130","Dialga",4,94
2440,"2/130","Dusknoir",4,94
2441,"3/130","Electivire",4,94
2442,"4/130","Empoleon",4,94
2443,"5/130","Infernape",4,94
2444,"6/130","Lucario",4,94
2445,"7/130","Luxray",4,94
2446,"8/130","Magnezone",4,94
2447,"9/130","Manaphy",4,94
2448,"10/130","Mismagius",4,94
2449,"11/130","Palkia",4,94
2450,"12/130","Rhyperior",4,94
2451,"13/130","Roserade",4,94
2452,"14/130","Shiftry",4,94
2453,"15/130","Skuntank",4,94
2454,"16/130","Staraptor",4,94
2455,"17/130","Torterra",4,94
2456,"18/130","Azumarill",3,94
2457,"19/130","Beautifly",3,94
2458,"20/130","Bibarel",3,94
2459,"21/130","Carnivine",3,94
2460,"22/130","Clefable",3,94
2461,"23/130","Drapion",3,94
2462,"24/130","Drifblim",3,94
2463,"25/130","Dustox",3,94
2464,"26/130","Floatzel",3,94
2465,"27/130","Gengar",3,94
2466,"28/130","Heracross",3,94
2467,"29/130","Hippowdon",3,94
2468,"30/130","Lopunny",3,94
2469,"31/130","Machamp",3,94
2470,"32/130","Medicham",3,94
2471,"33/130","Munchlax",3,94
2472,"34/130","Noctowl",3,94
2473,"35/130","Pachirisu",3,94
2474,"36/130","Purugly",3,94
2475,"37/130","Snorlax",3,94
2476,"38/130","Steelix",3,94
2477,"39/130","Vespiquen",3,94
2478,"40/130","Weavile",3,94
2479,"41/130","Wobbuffet",3,94
2480,"42/130","Wynaut",3,94
2481,"43/130","Budew",2,94
2482,"44/130","Cascoon",2,94
2483,"45/130","Cherrim",2,94
2484,"46/130","Drifloon",2,94
2485,"47/130","Dusclops",2,94
2486,"48/130","Elekid",2,94
2487,"49/130","Grotle",2,94
2488,"50/130","Haunter",2,94
2489,"51/130","Hippopotas",2,94
2490,"52/130","Luxio",2,94
2491,"53/130","Machoke",2,94
2492,"54/130","Magneton",2,94
2493,"55/130","Mantyke",2,94
2494,"56/130","Monferno",2,94
2495,"57/130","Nuzleaf",2,94
2496,"58/130","Prinplup",2,94
2497,"59/130","Rapidash",2,94
2498,"60/130","Rhydon",2,94
2499,"61/130","Riolu",2,94
2500,"62/130","Seaking",2,94
2501,"63/130","Silcoon",2,94
2502,"64/130","Staravia",2,94
2503,"65/130","Unown A",2,94
2504,"66/130","Unown B",2,94
2505,"67/130","Unown C",2,94
2506,"68/130","Unown D",2,94
2507,"69/130","Azurill",1,94
2508,"70/130","Bidoof",1,94
2509,"71/130","Bonsly",1,94
2510,"72/130","Buizel",1,94
2511,"73/130","Buneary",1,94
2512,"74/130","Chatot",1,94
2513,"75/130","Cherubi",1,94
2514,"76/130","Chimchar",1,94
2515,"77/130","Clefairy",1,94
2516,"78/130","Cleffa",1,94
2517,"79/130","Combee",1,94
2518,"80/130","Duskull",1,94
2519,"81/130","Electabuzz",1,94
2520,"82/130","Gastly",1,94
2521,"83/130","Glameow",1,94
2522,"84/130","Goldeen",1,94
2523,"85/130","Hoothoot",1,94
2524,"86/130","Machop",1,94
2525,"87/130","Magnemite",1,94
2526,"88/130","Marill",1,94
2527,"89/130","Meditite",1,94
2528,"90/130","Mime Jr.",1,94
2529,"91/130","Misdreavus",1,94
2530,"92/130","Onix",1,94
2531,"93/130","Piplup",1,94
2532,"94/130","Ponyta",1,94
2533,"95/130","Rhyhorn",1,94
2534,"96/130","Roselia",1,94
2535,"97/130","Seedot",1,94
2536,"98/130","Shinx",1,94
2537,"99/130","Skorupi",1,94
2538,"100/130","Sneasel",1,94
2539,"101/130","Starly",1,94
2540,"102/130","Stunky",1,94
2541,"103/130","Turtwig",1,94
2542,"104/130","Wurmple",1,94
2543,"105/130","Double Full Heal",2,94
2544,"106/130","Energy Restore",2,94
2545,"107/130","Energy Switch",2,94
2546,"108/130","Night Pokémon Center",2,94
2547,"109/130","PlusPower",2,94
2548,"110/130","Poké Ball",2,94
2549,"111/130","Pokédex HANDY910is",2,94
2550,"112/130","Professor Rowan",2,94
2551,"113/130","Rival",2,94
2552,"114/130","Speed Stadium",2,94
2553,"115/130","Super Scoop Up",2,94
2554,"116/130","Warp Point",2,94
2555,"117/130","Energy Search",1,94
2556,"118/130","Potion",1,94
2557,"119/130","Switch",1,94
2558,"120/130","Empoleon LV.X",1,94
2559,"121/130","Infernape LV.X",1,94
2560,"122/130","Torterra LV.X",1,94
2561,"123/130","Grass Energy",1,94
2562,"124/130","Fire Energy",1,94
2563,"125/130","Water Energy",1,94
2564,"126/130","Lightning Energy",1,94
2565,"127/130","Psychic Energy",1,94
2566,"128/130","Fighting Energy",NULL,NULL
2567,"129/130","Darkness Energy",NULL,NULL
2568,"130/130","Metal Energy",NULL,NULL
2569,"1/123","Aggron",4,93
2570,"2/123","Alakazam",4,93
2571,"3/123","Ambipom",4,93
2572,"4/123","Azelf",4,93
2573,"5/123","Blissey",4,93
2574,"6/123","Bronzong",4,93
2575,"7/123","Celebi",4,93
2576,"8/123","Feraligatr",4,93
2577,"9/123","Garchomp",4,93
2578,"10/123","Honchkrow",4,93
2579,"11/123","Lumineon",4,93
2580,"12/123","Magmortar",4,93
2581,"13/123","Meganium",4,93
2582,"14/123","Mesprit",4,93
2583,"15/123","Raichu",4,93
2584,"16/123","Typhlosion",4,93
2585,"17/123","Tyranitar",4,93
2586,"18/123","Uxie",4,93
2587,"19/123","Abomasnow",3,93
2588,"20/123","Ariados",3,93
2589,"21/123","Bastiodon",3,93
2590,"22/123","Chimecho",3,93
2591,"23/123","Crobat",3,93
2592,"24/123","Exeggutor",3,93
2593,"25/123","Glalie",3,93
2594,"26/123","Gyarados",3,93
2595,"27/123","Kricketune",3,93
2596,"28/123","Manectric",3,93
2597,"29/123","Mantine",3,93
2598,"30/123","Mr. Mime",3,93
2599,"31/123","Nidoqueen",3,93
2600,"32/123","Ninetales",3,93
2601,"33/123","Rampardos",3,93
2602,"34/123","Slaking",3,93
2603,"35/123","Sudowoodo",3,93
2604,"36/123","Toxicroak",3,93
2605,"37/123","Unown I",3,93
2606,"38/123","Ursaring",3,93
2607,"39/123","Walrein",3,93
2608,"40/123","Whiscash",3,93
2609,"41/123","Bayleef",2,93
2610,"42/123","Chingling",2,93
2611,"43/123","Cranidos",2,93
2612,"44/123","Croconaw",2,93
2613,"45/123","Dewgong",2,93
2614,"46/123","Dodrio",2,93
2615,"47/123","Dunsparce",2,93
2616,"48/123","Gabite",2,93
2617,"49/123","Girafarig",2,93
2618,"50/123","Golbat",2,93
2619,"51/123","Graveler",2,93
2620,"52/123","Happiny",2,93
2621,"53/123","Lairon",2,93
2622,"54/123","Magmar",2,93
2623,"55/123","Masquerain",2,93
2624,"56/123","Nidorina",2,93
2625,"57/123","Octillery",2,93
2626,"58/123","Parasect",2,93
2627,"59/123","Pupitar",2,93
2628,"60/123","Quilava",2,93
2629,"61/123","Sandslash",2,93
2630,"62/123","Sealeo",2,93
2631,"63/123","Shieldon",2,93
2632,"64/123","Tropius",2,93
2633,"65/123","Unown E",2,93
2634,"66/123","Unown M",2,93
2635,"67/123","Unown T",2,93
2636,"68/123","Vigoroth",2,93
2637,"69/123","Abra",1,93
2638,"70/123","Aipom",1,93
2639,"71/123","Aron",1,93
2640,"72/123","Barboach",1,93
2641,"73/123","Bidoof",1,93
2642,"74/123","Bronzor",1,93
2643,"75/123","Buizel",1,93
2644,"76/123","Chansey",1,93
2645,"77/123","Chikorita",1,93
2646,"78/123","Croagunk",1,93
2647,"79/123","Cyndaquil",1,93
2648,"80/123","Doduo",1,93
2649,"81/123","Electrike",1,93
2650,"82/123","Exeggcute",1,93
2651,"83/123","Finneon",1,93
2652,"84/123","Geodude",1,93
2653,"85/123","Gible",1,93
2654,"86/123","Kricketot",1,93
2655,"87/123","Larvitar",1,93
2656,"88/123","Magby",1,93
2657,"89/123","Magikarp",1,93
2658,"90/123","Murkrow",1,93
2659,"91/123","Nidoran♀",1,93
2660,"92/123","Paras",1,93
2661,"93/123","Pichu",1,93
2662,"94/123","Pikachu",1,93
2663,"95/123","Remoraid",1,93
2664,"96/123","Sandshrew",1,93
2665,"97/123","Seel",1,93
2666,"98/123","Shinx",1,93
2667,"99/123","Slakoth",1,93
2668,"100/123","Snorunt",1,93
2669,"101/123","Snover",1,93
2670,"102/123","Spheal",1,93
2671,"103/123","Spinarak",1,93
2672,"104/123","Surskit",1,93
2673,"105/123","Teddiursa",1,93
2674,"106/123","Totodile",1,93
2675,"107/123","Vulpix",1,93
2676,"108/123","Zubat",1,93
2677,"109/123","Bebe's Search",2,93
2678,"110/123","Dusk Ball",2,93
2679,"111/123","Fossil Excavator",2,93
2680,"112/123","Lake Boundary",2,93
2681,"113/123","Night Maintenance",2,93
2682,"114/123","Quick Ball",2,93
2683,"115/123","Team Galactic's Wager",2,93
2684,"116/123","Armor Fossil",1,93
2685,"117/123","Skull Fossil",1,93
2686,"118/123","Multi Energy",3,93
2687,"119/123","Darkness Energy",2,93
2688,"120/123","Metal Energy",2,93
2689,"121/123","Electivire LV.X",NULL,NULL
2690,"122/123","Lucario LV.X",NULL,NULL
2691,"123/123","Magmortar LV.X",NULL,NULL
2692,"124/123","Time-Space Distortion",NULL,NULL
2693,"1/132","Ampharos",4,92
2694,"2/132","Blastoise",4,92
2695,"3/132","Charizard",4,92
2696,"4/132","Entei",4,92
2697,"5/132","Flygon",4,92
2698,"6/132","Gallade",4,92
2699,"7/132","Gardevoir",4,92
2700,"8/132","Gastrodon",4,92
2701,"9/132","Gastrodon",4,92
2702,"10/132","Ho-Oh",4,92
2703,"11/132","Jumpluff",4,92
2704,"12/132","Lickilicky",4,92
2705,"13/132","Ludicolo",4,92
2706,"14/132","Lugia",4,92
2707,"15/132","Mew",4,92
2708,"16/132","Raikou",4,92
2709,"17/132","Roserade",4,92
2710,"18/132","Salamence",4,92
2711,"19/132","Suicune",4,92
2712,"20/132","Venusaur",4,92
2713,"21/132","Absol",3,92
2714,"22/132","Arcanine",3,92
2715,"23/132","Banette",3,92
2716,"24/132","Dugtrio",3,92
2717,"25/132","Electivire",3,92
2718,"26/132","Electrode",3,92
2719,"27/132","Furret",3,92
2720,"28/132","Golduck",3,92
2721,"29/132","Golem",3,92
2722,"30/132","Jynx",3,92
2723,"31/132","Magmortar",3,92
2724,"32/132","Minun",3,92
2725,"33/132","Mothim",3,92
2726,"34/132","Nidoking",3,92
2727,"35/132","Pidgeot",3,92
2728,"36/132","Plusle",3,92
2729,"37/132","Sharpedo",3,92
2730,"38/132","Sunflora",3,92
2731,"39/132","Unown S",3,92
2732,"40/132","Weavile",3,92
2733,"41/132","Wormadam",3,92
2734,"42/132","Wormadam",3,92
2735,"43/132","Wormadam",3,92
2736,"44/132","Xatu",3,92
2737,"45/132","Breloom",2,92
2738,"46/132","Charmeleon",2,92
2739,"47/132","Cloyster",2,92
2740,"48/132","Donphan",2,92
2741,"49/132","Farfetch'd",2,92
2742,"50/132","Flaaffy",2,92
2743,"51/132","Ivysaur",2,92
2744,"52/132","Kecleon",2,92
2745,"53/132","Kirlia",2,92
2746,"54/132","Lombre",2,92
2747,"55/132","Miltank",2,92
2748,"56/132","Muk",2,92
2749,"57/132","Nidorino",2,92
2750,"58/132","Pidgeotto",2,92
2751,"59/132","Pinsir",2,92
2752,"60/132","Quagsire",2,92
2753,"61/132","Raticate",2,92
2754,"62/132","Roselia",2,92
2755,"63/132","Sableye",2,92
2756,"64/132","Shelgon",2,92
2757,"65/132","Skiploom",2,92
2758,"66/132","Smeargle",2,92
2759,"67/132","Smoochum",2,92
2760,"68/132","Unown K",2,92
2761,"69/132","Unown N",2,92
2762,"70/132","Unown O",2,92
2763,"71/132","Unown X",2,92
2764,"72/132","Unown Z",2,92
2765,"73/132","Venomoth",2,92
2766,"74/132","Vibrava",2,92
2767,"75/132","Wartortle",2,92
2768,"76/132","Bagon",1,92
2769,"77/132","Bulbasaur",1,92
2770,"78/132","Burmy",1,92
2771,"79/132","Burmy",1,92
2772,"80/132","Burmy",1,92
2773,"81/132","Carvanha",1,92
2774,"82/132","Charmander",1,92
2775,"83/132","Clefairy",1,92
2776,"84/132","Corsola",1,92
2777,"85/132","Diglett",1,92
2778,"86/132","Duskull",1,92
2779,"87/132","Electabuzz",1,92
2780,"88/132","Grimer",1,92
2781,"89/132","Growlithe",1,92
2782,"90/132","Hoppip",1,92
2783,"91/132","Lickitung",1,92
2784,"92/132","Lotad",1,92
2785,"93/132","Magmar",1,92
2786,"94/132","Mareep",1,92
2787,"95/132","Murkrow",1,92
2788,"96/132","Natu",1,92
2789,"97/132","Nidoran♂",1,92
2790,"98/132","Phanpy",1,92
2791,"99/132","Pidgey",1,92
2792,"100/132","Psyduck",1,92
2793,"101/132","Qwilfish",1,92
2794,"102/132","Ralts",1,92
2795,"103/132","Rattata",1,92
2796,"104/132","Sentret",1,92
2797,"105/132","Shellder",1,92
2798,"106/132","Shellos",1,92
2799,"107/132","Shellos",1,92
2800,"108/132","Shroomish",1,92
2801,"109/132","Shuckle",1,92
2802,"110/132","Shuppet",1,92
2803,"111/132","Spinda",1,92
2804,"112/132","Squirtle",1,92
2805,"113/132","Stantler",1,92
2806,"114/132","Sunkern",1,92
2807,"115/132","Trapinch",1,92
2808,"116/132","Venonat",1,92
2809,"117/132","Voltorb",1,92
2810,"118/132","Wooper",1,92
2811,"119/132","Bebe's Search",2,92
2812,"120/132","Night Maintenance",2,92
2813,"121/132","PlusPower",2,92
2814,"122/132","Professor Oak's Visit",2,92
2815,"123/132","Professor Rowan",2,92
2816,"124/132","Rival",2,92
2817,"125/132","Roseanne's Research",2,92
2818,"126/132","Team Galactic's Mars",2,92
2819,"127/132","Potion",1,92
2820,"128/132","Switch",1,92
2821,"129/132","Darkness Energy",2,92
2822,"130/132","Metal Energy",2,92
2823,"131/132","Gardevoir LV.X",NULL,NULL
2824,"132/132","Honchkrow LV.X",NULL,NULL
2825,"1/146","Deoxys",4,89
2826,"2/146","Dragonite",4,89
2827,"3/146","Froslass",4,89
2828,"4/146","Giratina",4,89
2829,"5/146","Gliscor",4,89
2830,"6/146","Heatran",4,89
2831,"7/146","Kingdra",4,89
2832,"8/146","Luxray",4,89
2833,"9/146","Mamoswine",4,89
2834,"10/146","Metagross",4,89
2835,"11/146","Mewtwo",4,89
2836,"12/146","Politoed",4,89
2837,"13/146","Probopass",4,89
2838,"14/146","Rayquaza",4,89
2839,"15/146","Regigigas",4,89
2840,"16/146","Spiritomb",4,89
2841,"17/146","Yanmega",4,89
2842,"18/146","Armaldo",3,89
2843,"19/146","Azelf",3,89
2844,"20/146","Bellossom",3,89
2845,"21/146","Cradily",3,89
2846,"22/146","Crawdaunt",3,89
2847,"23/146","Delcatty",3,89
2848,"24/146","Deoxys",3,89
2849,"25/146","Deoxys",3,89
2850,"26/146","Deoxys",3,89
2851,"27/146","Ditto",3,89
2852,"28/146","Forretress",3,89
2853,"29/146","Groudon",3,89
2854,"30/146","Heatran",3,89
2855,"31/146","Jirachi",3,89
2856,"32/146","Kyogre",3,89
2857,"33/146","Lopunny",3,89
2858,"34/146","Mesprit",3,89
2859,"35/146","Poliwrath",3,89
2860,"36/146","Regice",3,89
2861,"37/146","Regigigas",3,89
2862,"38/146","Regirock",3,89
2863,"39/146","Registeel",3,89
2864,"40/146","Shedinja",3,89
2865,"41/146","Torkoal",3,89
2866,"42/146","Unown !",3,89
2867,"43/146","Uxie",3,89
2868,"44/146","Victreebel",3,89
2869,"45/146","Vileplume",3,89
2870,"46/146","Anorith",2,89
2871,"47/146","Camerupt",2,89
2872,"48/146","Castform",2,89
2873,"49/146","Castform",2,89
2874,"50/146","Castform",2,89
2875,"51/146","Castform",2,89
2876,"52/146","Dragonair",2,89
2877,"53/146","Drifblim",2,89
2878,"54/146","Exeggutor",2,89
2879,"55/146","Gliscor",2,89
